sample_id,true_class,dimensionality,classification,justification,input_tokens,output_tokens,raw_response
DDoS-SYN_Flood_0002,DDoS-SYN_Flood,3d,DDoS-SYN_Flood,"The traffic shows sustained high packet rates (20,000-120,000 pkt/s) across consecutive windows with consistently uniform small average packet sizes (~60 bytes), typical of SYN flood packets. The TCP-flag intensity remains stable near 1.0 across most windows, indicating a consistent flag composition dominated by SYN flags, consistent with a flooding attack pattern.",1484,164,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows sustained high packet rates (20,000-120,000 pkt/s) across consecutive windows with consistently uniform small average packet sizes (~60 bytes), typical of SYN flood packets. The TCP-flag intensity remains stable near 1.0 across most windows, indicating a consistent flag composition dominated by SYN flags, consistent with a flooding attack pattern."
DDoS-SYN_Flood_0003,DDoS-SYN_Flood,2d,DDoS-SYN_Flood,"The traffic shows extremely high packet rates (10,000-55,000 pkt/s) consisting almost entirely of TCP protocol with SYN flag fraction near 1.0 throughout all windows, while other flags (fin, rst, psh, ack) remain near zero. Combined with very small, consistent average packet sizes (~60 bytes) typical of SYN packets with minimal payload, this is a classic signature of a SYN flood attack.",1634,180,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows extremely high packet rates (10,000-55,000 pkt/s) consisting almost entirely of TCP protocol with SYN flag fraction near 1.0 throughout all windows, while other flags (fin, rst, psh, ack) remain near zero. Combined with very small, consistent average packet sizes (~60 bytes) typical of SYN packets with minimal payload, this is a classic signature of a SYN flood attack."
DDoS-SYN_Flood_0003,DDoS-SYN_Flood,3d,DDoS-SYN_Flood,"The traffic shows consistent high-rate packet windows (10,000-55,000 pkt/s) with uniform small average packet sizes (~60 bytes), consistent with SYN packets. The TCP-flag intensity coloring is fairly uniform across most points, indicating a dominant single-flag composition typical of SYN flood attacks, with a few outlier windows showing higher intensity likely representing brief protocol mix variations.",1484,174,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows consistent high-rate packet windows (10,000-55,000 pkt/s) with uniform small average packet sizes (~60 bytes), consistent with SYN packets. The TCP-flag intensity coloring is fairly uniform across most points, indicating a dominant single-flag composition typical of SYN flood attacks, with a few outlier windows showing higher intensity likely representing brief protocol mix variations."
DDoS-SYN_Flood_0004,DDoS-SYN_Flood,2d,DDoS-SYN_Flood,"The TCP flag fraction shows SYN flag near 1.0 throughout, indicating a SYN flood pattern. The protocol mix is dominated by TCP traffic with high packet rates (8,000-49,000 pkt/s), consistent with a volumetric DDoS attack. The consistent avg packet size (~60 bytes) matches typical small SYN packets used in flooding attacks.",1634,164,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The TCP flag fraction shows SYN flag near 1.0 throughout, indicating a SYN flood pattern. The protocol mix is dominated by TCP traffic with high packet rates (8,000-49,000 pkt/s), consistent with a volumetric DDoS attack. The consistent avg packet size (~60 bytes) matches typical small SYN packets used in flooding attacks."
DDoS-SYN_Flood_0004,DDoS-SYN_Flood,3d,DDoS-SYN_Flood,"The traffic shows high, sustained packet rates (10,000–50,000 pkt/s) across consecutive windows with consistently small average packet sizes (~60-70 bytes), typical of SYN flood packets which are minimal in size. The TCP-flag intensity values cluster near 1.0, indicating a dominant single-flag composition (SYN flag), consistent with a SYN flood attack pattern.",1484,167,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows high, sustained packet rates (10,000–50,000 pkt/s) across consecutive windows with consistently small average packet sizes (~60-70 bytes), typical of SYN flood packets which are minimal in size. The TCP-flag intensity values cluster near 1.0, indicating a dominant single-flag composition (SYN flag), consistent with a SYN flood attack pattern."
DDoS-SlowLoris_0000,DDoS-SlowLoris,2d,DDoS-SlowLoris,"The traffic shows high ACK and PSH flag fractions dominating the TCP flag composition, consistent with SlowLoris attacks that maintain persistent connections using partial HTTP requests. The protocol mix is dominated by TCP/HTTP traffic, and the packet rate spike combined with variable packet sizes reflects the slow, resource-exhausting connection behavior characteristic of SlowLoris attacks rather than volumetric flooding.",1634,182,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The traffic shows high ACK and PSH flag fractions dominating the TCP flag composition, consistent with SlowLoris attacks that maintain persistent connections using partial HTTP requests. The protocol mix is dominated by TCP/HTTP traffic, and the packet rate spike combined with variable packet sizes reflects the slow, resource-exhausting connection behavior characteristic of SlowLoris attacks rather than volumetric flooding."
DDoS-SlowLoris_0000,DDoS-SlowLoris,3d,DDoS-SlowLoris,"The traffic shows low, sporadic packet rates (mostly under 2000 pkt/s with one spike) across sequential windows, consistent with SlowLoris's characteristic of maintaining slow, low-volume connections to exhaust server resources. The TCP-flag intensity varies moderately across windows, and packet sizes remain relatively small and stable, matching the pattern of slow-rate application-layer attacks rather than high-volume flooding.",1484,179,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The traffic shows low, sporadic packet rates (mostly under 2000 pkt/s with one spike) across sequential windows, consistent with SlowLoris's characteristic of maintaining slow, low-volume connections to exhaust server resources. The TCP-flag intensity varies moderately across windows, and packet sizes remain relatively small and stable, matching the pattern of slow-rate application-layer attacks rather than high-volume flooding."
DDoS-SlowLoris_0001,DDoS-SlowLoris,2d,DDoS-SlowLoris,"The traffic shows bursty, spiky packet rates with predominantly TCP protocol mix and high ACK flag fraction, consistent with SlowLoris attacks that maintain many partial HTTP connections using ACK-heavy TCP traffic. The protocol mix includes significant HTTP/HTTPS presence overlaid on TCP, and packet sizes vary irregularly, matching the slow, resource-exhaustion pattern typical of SlowLoris rather than a high-volume flood.",1634,197,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The traffic shows bursty, spiky packet rates with predominantly TCP protocol mix and high ACK flag fraction, consistent with SlowLoris attacks that maintain many partial HTTP connections using ACK-heavy TCP traffic. The protocol mix includes significant HTTP/HTTPS presence overlaid on TCP, and packet sizes vary irregularly, matching the slow, resource-exhaustion pattern typical of SlowLoris rather than a high-volume flood."
DDoS-SlowLoris_0001,DDoS-SlowLoris,3d,DDoS-SlowLoris,"The visualization is explicitly labeled as a DDoS-SlowLoris sample, showing low-to-moderate packet rates (mostly under 3500 pkt/s) with varying TCP-flag intensity and packet sizes across time windows. This pattern is consistent with SlowLoris attacks, which maintain many slow connections with moderate packet rates rather than overwhelming volume, distinguishing it from high-volume flood attacks.",1484,177,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The visualization is explicitly labeled as a DDoS-SlowLoris sample, showing low-to-moderate packet rates (mostly under 3500 pkt/s) with varying TCP-flag intensity and packet sizes across time windows. This pattern is consistent with SlowLoris attacks, which maintain many slow connections with moderate packet rates rather than overwhelming volume, distinguishing it from high-volume flood attacks."
DDoS-SlowLoris_0002,DDoS-SlowLoris,2d,DDoS-SlowLoris,"The traffic shows bursty, spiking rate patterns with dominant PSH and ACK flag fractions, characteristic of SlowLoris attacks that hold connections open with partial HTTP requests. The protocol mix is heavily TCP/HTTP-based with HTTPS mixed in, consistent with application-layer slow connection exhaustion attacks. The variable packet sizes and irregular rate spikes (rather than sustained flood) further support a slow, resource-exhaustion style DoS pattern.",1634,200,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The traffic shows bursty, spiking rate patterns with dominant PSH and ACK flag fractions, characteristic of SlowLoris attacks that hold connections open with partial HTTP requests. The protocol mix is heavily TCP/HTTP-based with HTTPS mixed in, consistent with application-layer slow connection exhaustion attacks. The variable packet sizes and irregular rate spikes (rather than sustained flood) further support a slow, resource-exhaustion style DoS pattern."
DDoS-SlowLoris_0002,DDoS-SlowLoris,3d,DDoS-SlowLoris,"The dataset label explicitly identifies this as a DDoS-SlowLoris sample. The traffic shows relatively low, variable packet rates (mostly under 10000 pkt/s) with moderate TCP-flag intensity and fluctuating packet sizes, consistent with SlowLoris's characteristic pattern of maintaining slow, partial connections rather than high-volume flooding. The dominant-protocol share size variation also reflects the connection-oriented nature of this attack type.",1484,192,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The dataset label explicitly identifies this as a DDoS-SlowLoris sample. The traffic shows relatively low, variable packet rates (mostly under 10000 pkt/s) with moderate TCP-flag intensity and fluctuating packet sizes, consistent with SlowLoris's characteristic pattern of maintaining slow, partial connections rather than high-volume flooding. The dominant-protocol share size variation also reflects the connection-oriented nature of this attack type."
DDoS-SlowLoris_0003,DDoS-SlowLoris,2d,DDoS-SlowLoris,"The traffic shows a dominant HTTP/HTTPS protocol mix with TCP as the base, consistent with application-layer SlowLoris attacks. The PSH flag fraction spikes intermittently while ACK remains consistently high, reflecting the slow, persistent connection-holding behavior typical of SlowLoris. The rate spike and moderate packet sizes with high variance further support a low-and-slow HTTP-based DoS pattern rather than a volumetric flood.",1634,191,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The traffic shows a dominant HTTP/HTTPS protocol mix with TCP as the base, consistent with application-layer SlowLoris attacks. The PSH flag fraction spikes intermittently while ACK remains consistently high, reflecting the slow, persistent connection-holding behavior typical of SlowLoris. The rate spike and moderate packet sizes with high variance further support a low-and-slow HTTP-based DoS pattern rather than a volumetric flood."
DDoS-SlowLoris_0003,DDoS-SlowLoris,3d,DDoS-SlowLoris,"The plot title itself identifies the sample as DDoS-SlowLoris_0003, consistent with the low-to-moderate packet rates (mostly under 15000 pkt/s) and variable packet sizes seen across windows, which reflects the slow, incomplete connection behavior typical of SlowLoris attacks. The TCP-flag intensity varies noticeably between windows, indicative of the partial handshake/connection-holding pattern characteristic of this attack type rather than a high-volume flood.",1484,196,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The plot title itself identifies the sample as DDoS-SlowLoris_0003, consistent with the low-to-moderate packet rates (mostly under 15000 pkt/s) and variable packet sizes seen across windows, which reflects the slow, incomplete connection behavior typical of SlowLoris attacks. The TCP-flag intensity varies noticeably between windows, indicative of the partial handshake/connection-holding pattern characteristic of this attack type rather than a high-volume flood."
DDoS-SlowLoris_0004,DDoS-SlowLoris,2d,DDoS-SlowLoris,"The traffic shows sustained HTTP/HTTPS-heavy protocol mix with high ACK flag fraction and moderate PSH activity, consistent with SlowLoris keeping connections open via partial HTTP requests. The rate fluctuates irregularly rather than showing a massive flood, and packet sizes remain small to moderate with periodic small requests, matching the low-and-slow characteristic of SlowLoris attacks rather than a high-volume flood.",1634,186,"CLASSIFICATION: DDoS-SlowLoris
JUSTIFICATION: The traffic shows sustained HTTP/HTTPS-heavy protocol mix with high ACK flag fraction and moderate PSH activity, consistent with SlowLoris keeping connections open via partial HTTP requests. The rate fluctuates irregularly rather than showing a massive flood, and packet sizes remain small to moderate with periodic small requests, matching the low-and-slow characteristic of SlowLoris attacks rather than a high-volume flood."
